gene_id,Rep1._x,Rep2._x,Rep3._x,Rep1._y,Rep2._y,Rep3._y
ENSMUSG00000035293,89.0,88.0,106.0,94.0,100.0,66.0
ENSMUSG00000035295,6.32,2.09,0.0,4.08,4.23,3.06
ENSMUSG00000035297,357.0,366.0,309.0,318.0,357.0,292.0
ENSMUSG00000035299,41.25,154.87,97.64,65.9,56.0,37.38
ENSMUSG00000035305,29.0,54.0,44.0,49.0,62.0,36.0
ENSMUSG00000035310,125.0,128.0,121.0,103.0,130.0,63.0
ENSMUSG00000035311,171.0,200.0,149.0,156.0,157.0,134.0
ENSMUSG00000035314,9.0,9.0,17.0,19.0,8.0,3.0
ENSMUSG00000035325,1576.0,2049.0,1636.0,1906.0,1933.0,1144.0
ENSMUSG00000035329,191.0,260.0,195.0,170.0,175.0,150.0
ENSMUSG00000035337,21.52,14.16,13.73,21.97,11.77,9.72
ENSMUSG00000035342,53.0,82.0,56.97,60.0,50.0,28.79
ENSMUSG00000035349,1078.0,797.0,763.0,719.0,755.0,572.0
ENSMUSG00000035351,45.0,30.0,35.0,31.0,43.0,42.0
ENSMUSG00000035354,308.0,306.0,319.0,300.0,362.0,278.0
ENSMUSG00000035356,91.0,335.0,290.0,139.0,106.0,110.0
ENSMUSG00000035357,46.0,72.0,41.0,49.0,50.0,22.0
ENSMUSG00000035367,148.24,127.98,148.24,73.0,102.81,99.83
ENSMUSG00000035370,19.55,34.6,23.16,28.98,13.75,8.2
ENSMUSG00000035372,305.0,580.0,487.0,838.0,602.0,386.0
ENSMUSG00000035373,2.0,6.0,5.0,1.0,0.0,1.0
ENSMUSG00000035376,578.0,676.0,652.0,531.0,602.0,386.0
ENSMUSG00000035378,42.0,54.0,39.0,46.0,39.0,33.0
ENSMUSG00000035382,328.5,409.17,338.34,302.59,348.14,195.55
ENSMUSG00000035385,7.0,62.0,121.0,8.0,1.0,7.0
ENSMUSG00000035390,3.0,4.0,3.75,2.0,2.0,2.0
ENSMUSG00000035392,199.0,240.0,197.0,217.0,226.0,114.0
ENSMUSG00000035397,23.0,21.0,21.0,17.0,34.0,12.0
ENSMUSG00000035399,278.0,274.14,250.0,257.0,251.77,150.0
ENSMUSG00000035401,185.0,215.0,161.0,140.0,171.0,94.0
ENSMUSG00000035413,81.0,92.0,85.0,73.0,73.0,78.0
ENSMUSG00000035437,379.81,334.51,313.07,236.0,275.0,213.0
ENSMUSG00000035439,30.07,16.0,36.0,37.28,36.0,29.12
ENSMUSG00000035441,172.0,219.0,177.0,182.0,177.0,133.0
ENSMUSG00000035443,113.24,116.66,105.77,91.78,70.04,77.16
ENSMUSG00000035451,209.0,201.0,201.0,151.0,166.0,100.0
ENSMUSG00000035455,5.0,3.0,6.0,12.0,15.0,17.0
ENSMUSG00000035459,867.0,1031.82,742.5,829.57,954.08,551.84
ENSMUSG00000035469,1003.81,887.61,723.68,816.54,830.53,686.79
ENSMUSG00000035472,154.0,137.0,116.0,116.97,136.0,99.0
ENSMUSG00000035473,1624.0,1492.0,1396.0,1298.0,1438.0,1064.0
ENSMUSG00000035476,150.0,111.0,121.0,90.0,75.0,69.0
ENSMUSG00000035478,316.0,517.0,434.0,454.0,417.0,282.0
ENSMUSG00000035486,9.0,14.0,7.0,12.0,18.0,5.0
ENSMUSG00000035493,377.0,437.0,360.0,442.0,401.0,323.0
ENSMUSG00000035495,247.0,219.0,216.0,215.0,236.47,194.07
ENSMUSG00000035498,82.0,55.0,62.0,53.0,46.0,50.0
ENSMUSG00000035504,3955.0,6438.0,5258.0,6506.0,5873.0,3658.0
ENSMUSG00000035505,96.0,119.0,108.0,86.0,92.0,60.0
ENSMUSG00000035506,3.0,1.0,5.0,0.0,3.0,4.0
ENSMUSG00000035509,62.0,39.0,39.0,47.0,28.0,43.0
ENSMUSG00000035513,22.81,20.89,20.1,27.12,18.42,7.0
ENSMUSG00000035517,485.0,442.0,410.0,389.0,353.0,288.0
ENSMUSG00000035521,202.0,209.42,199.41,204.72,156.97,124.86
ENSMUSG00000035529,100.0,121.0,117.0,98.0,91.0,70.0
ENSMUSG00000035530,2569.05,2436.14,2319.15,2064.45,2246.78,1359.93
ENSMUSG00000035540,75300.0,73514.0,66167.0,65827.0,66576.0,48516.0
ENSMUSG00000035545,869.0,1002.0,735.0,1072.0,892.0,572.0
ENSMUSG00000035547,27.0,39.0,29.0,35.0,39.0,28.0
ENSMUSG00000035559,84.0,83.0,81.0,100.0,92.0,56.0
ENSMUSG00000035561,263.0,265.0,331.0,329.0,495.0,318.0
ENSMUSG00000035566,11.0,22.0,15.0,18.0,26.0,17.0
ENSMUSG00000035569,885.0,1200.0,900.0,878.0,744.0,502.0
ENSMUSG00000035572,512.22,475.0,437.0,365.0,383.0,282.0
ENSMUSG00000035575,464.0,457.7,436.0,404.0,427.0,333.0
ENSMUSG00000035578,13.6,14.15,9.42,8.15,11.26,10.26
ENSMUSG00000035585,163.0,217.28,205.82,219.19,216.79,98.0
ENSMUSG00000035595,20.0,20.0,17.0,23.0,39.0,16.0
ENSMUSG00000035596,304.0,426.0,335.0,375.81,350.21,191.0
ENSMUSG00000035597,328.18,242.49,242.36,169.48,222.47,202.8
ENSMUSG00000035601,57.0,58.0,48.0,39.0,36.0,22.0
ENSMUSG00000035614,247.0,237.0,217.0,189.0,185.0,147.0
ENSMUSG00000035620,160.0,180.0,146.0,110.0,148.0,112.0
ENSMUSG00000035621,186.0,596.0,440.0,407.0,265.0,172.0
ENSMUSG00000035623,278.0,274.0,232.0,195.0,223.0,160.0
ENSMUSG00000035629,204.88,264.0,196.0,258.58,251.0,147.88
ENSMUSG00000035632,198.91,394.15,280.93,348.66,275.44,112.3
ENSMUSG00000035637,1747.0,2336.0,1828.0,1915.0,1658.0,1029.0
ENSMUSG00000035640,7.08,23.36,21.27,13.12,10.05,9.08
ENSMUSG00000035642,133.0,114.0,103.0,105.0,96.0,72.0
ENSMUSG00000035649,341.0,300.0,216.0,234.0,232.0,187.0
ENSMUSG00000035666,394.0,353.0,302.0,320.0,347.0,236.0
ENSMUSG00000035671,72.0,139.0,107.0,79.0,67.0,36.0
ENSMUSG00000035673,212.0,373.0,272.0,275.0,206.0,135.0
ENSMUSG00000035674,267.0,369.0,322.0,371.0,311.0,169.0
ENSMUSG00000035683,2.0,0.0,1.0,5.0,0.0,7.0
ENSMUSG00000035686,1578.0,2346.0,2545.0,6030.0,10467.0,6567.0
ENSMUSG00000035692,95.0,63.0,41.0,86.0,71.0,57.0
ENSMUSG00000035696,184.0,178.0,130.0,127.0,103.0,115.0
ENSMUSG00000035697,95.0,148.0,107.0,134.0,113.0,77.0
ENSMUSG00000035704,88.0,97.0,90.0,95.0,87.0,48.0
ENSMUSG00000035711,20.0,23.0,31.0,24.0,14.0,10.0
ENSMUSG00000035713,11.0,17.0,21.0,17.0,16.0,15.0
ENSMUSG00000035722,74.0,116.0,76.0,94.0,94.0,62.0
ENSMUSG00000035725,73.0,89.0,77.0,58.0,85.0,47.0
ENSMUSG00000035726,460.88,434.03,370.92,323.0,386.55,267.0
ENSMUSG00000035735,10.0,24.0,23.0,12.0,25.0,3.0
ENSMUSG00000035745,2.61,3.0,0.0,4.0,8.0,6.66
ENSMUSG00000035754,386.0,553.0,424.0,521.0,521.0,341.0
ENSMUSG00000035757,1072.53,1004.92,764.56,830.51,847.87,562.03
ENSMUSG00000035759,65.0,34.0,43.0,66.0,61.0,55.0
ENSMUSG00000035762,90.0,77.0,85.0,64.0,72.0,64.0
ENSMUSG00000035764,114.0,129.0,105.0,111.0,109.0,125.0
ENSMUSG00000035765,339.0,361.0,293.0,337.0,307.0,213.0
ENSMUSG00000035769,1773.0,2143.0,1757.0,1722.0,1606.0,1284.0
ENSMUSG00000035770,313.0,373.0,309.0,293.0,361.0,243.0
ENSMUSG00000035772,328.0,362.0,345.0,372.0,316.0,254.0
ENSMUSG00000035773,1.0,1.0,2.0,6.0,3.0,1.0
ENSMUSG00000035776,325.0,319.0,274.0,312.0,273.0,218.0
ENSMUSG00000035778,39.0,37.0,32.0,48.0,54.0,39.0
ENSMUSG00000035780,3877.68,2951.17,3080.57,2771.9,3676.2,2478.85
ENSMUSG00000035781,320.71,406.08,321.87,382.0,353.02,238.8
ENSMUSG00000035783,7.07,14.31,9.12,86.41,120.36,62.11
ENSMUSG00000035790,45.0,32.0,35.0,42.0,48.0,37.0
ENSMUSG00000035798,203.0,183.0,178.0,140.0,151.0,126.0
ENSMUSG00000035799,7.0,4.0,8.0,0.0,4.0,3.0
ENSMUSG00000035811,1988.0,1954.51,1795.99,1044.0,1105.95,831.0
ENSMUSG00000035824,219.0,241.0,190.0,186.0,152.0,110.0
ENSMUSG00000035828,496.0,1438.0,1139.0,1152.0,760.0,447.0
ENSMUSG00000035834,122.0,138.0,92.0,113.0,119.0,110.0
ENSMUSG00000035835,33.39,43.87,32.84,33.0,17.51,19.36
ENSMUSG00000035836,8437.0,8335.03,8625.05,6468.0,7672.02,5105.0
ENSMUSG00000035840,618.0,502.0,415.0,432.0,390.0,300.0
ENSMUSG00000035842,60.0,61.0,60.0,60.0,43.0,54.0
ENSMUSG00000035845,146.0,158.0,148.0,170.0,171.0,81.0
ENSMUSG00000035847,244.0,229.0,184.0,135.0,158.0,146.0
ENSMUSG00000035851,623.0,607.0,526.0,395.0,447.0,330.0
ENSMUSG00000035852,2.0,2.0,1.0,3.0,6.0,2.0
ENSMUSG00000035863,4.0,10.0,8.0,16.0,9.0,11.0
ENSMUSG00000035864,309.0,174.0,195.0,106.0,77.0,115.0
ENSMUSG00000035868,66.14,38.82,21.58,37.31,47.8,38.31
ENSMUSG00000035873,75.0,100.0,115.0,67.0,85.0,50.0
ENSMUSG00000035875,3673.0,3404.0,3166.0,3163.0,3388.0,2870.0
ENSMUSG00000035877,1271.05,1258.0,992.17,899.12,886.09,630.15
ENSMUSG00000035878,1441.0,865.0,844.0,1221.0,1047.0,965.0
ENSMUSG00000035885,851.0,1095.0,1013.0,962.0,1187.0,498.0
ENSMUSG00000035890,86.0,203.0,156.0,170.0,166.0,70.0
ENSMUSG00000035891,64.0,111.0,72.0,72.0,81.0,51.0
ENSMUSG00000035898,142.0,131.0,95.0,100.0,119.0,117.0
ENSMUSG00000035900,66.0,56.0,56.0,56.0,51.0,46.0
ENSMUSG00000035901,537.0,636.0,479.0,454.0,444.0,299.0
ENSMUSG00000035910,40.0,26.0,22.0,28.0,23.0,24.0
ENSMUSG00000035914,55.0,45.0,43.0,35.0,41.0,27.0
ENSMUSG00000035919,43.0,45.0,43.0,43.0,41.0,37.0
ENSMUSG00000035929,346.46,413.16,417.29,434.31,419.39,227.57
ENSMUSG00000035930,0.0,2.0,3.0,11.0,2.0,3.0
ENSMUSG00000035933,188.51,161.29,152.87,125.91,141.37,115.48
ENSMUSG00000035934,6.0,14.0,7.0,11.0,7.0,0.0
ENSMUSG00000035936,914.9,884.86,785.1,598.19,705.58,553.0
ENSMUSG00000035941,1143.37,1106.52,958.07,964.39,914.91,676.97
ENSMUSG00000035944,892.0,831.0,802.0,1014.0,1005.0,732.0
ENSMUSG00000035948,175.0,117.0,134.0,63.0,109.0,118.0
ENSMUSG00000035949,456.0,439.0,383.0,402.0,441.0,284.0
ENSMUSG00000035953,178.29,231.32,219.3,204.5,237.12,161.47
ENSMUSG00000035954,555.0,588.0,470.0,447.0,378.0,361.0
ENSMUSG00000035958,204.0,198.0,152.0,167.0,164.0,156.0
ENSMUSG00000035960,223.71,306.68,274.7,358.5,326.88,182.53
ENSMUSG00000035967,94.0,39.0,61.0,58.0,67.0,56.0
ENSMUSG00000035969,204.0,279.0,236.0,365.0,270.0,167.0
ENSMUSG00000035983,1.31,0.0,3.63,0.0,2.0,4.07
ENSMUSG00000035992,614.0,488.0,463.0,364.0,385.0,341.0
ENSMUSG00000036002,86.0,196.0,151.0,250.0,143.0,73.0
ENSMUSG00000036006,24.0,30.0,27.0,54.0,50.0,63.0
ENSMUSG00000036009,23.37,25.41,29.16,32.47,31.65,21.2
ENSMUSG00000036019,189.0,119.0,92.0,90.0,113.0,69.0
ENSMUSG00000036022,56.0,33.0,28.0,34.0,27.0,25.0
ENSMUSG00000036023,121.0,82.0,62.0,64.0,72.0,58.0
ENSMUSG00000036026,709.59,1044.4,864.46,928.45,900.47,530.08
ENSMUSG00000036027,18.0,11.0,13.0,13.0,12.0,14.0
ENSMUSG00000036036,2.0,11.0,9.0,10.0,2.0,8.0
ENSMUSG00000036040,44.0,110.0,57.0,117.0,92.0,62.0
ENSMUSG00000036046,497.0,544.0,473.1,422.0,353.0,277.0
ENSMUSG00000036052,25.0,51.0,38.0,59.0,31.0,25.0
ENSMUSG00000036053,223.0,183.0,135.0,87.0,109.0,97.0
ENSMUSG00000036054,123.3,210.42,144.18,174.0,154.64,126.34
ENSMUSG00000036057,174.0,276.0,263.0,257.0,222.0,118.0
ENSMUSG00000036061,123.0,132.0,123.0,96.0,109.0,83.0
ENSMUSG00000036062,4.0,7.0,6.0,1.0,7.0,2.0
ENSMUSG00000036067,4.0,7.0,6.0,6.0,9.0,6.0
ENSMUSG00000036073,468.11,542.01,468.58,449.33,479.6,248.21
ENSMUSG00000036078,1130.89,1366.99,1281.42,1373.67,1201.4,677.79
ENSMUSG00000036083,810.0,857.0,670.0,756.0,834.0,638.0
ENSMUSG00000036086,49.0,36.0,33.0,39.0,54.0,42.0
ENSMUSG00000036087,525.0,561.7,467.0,436.0,447.0,367.0
ENSMUSG00000036091,3.0,9.0,2.07,1.0,2.0,0.0
ENSMUSG00000036093,2115.0,1661.0,1644.0,1668.0,1887.0,1584.0
ENSMUSG00000036097,299.0,335.0,270.0,257.0,290.0,199.0
ENSMUSG00000036098,315.0,436.0,384.0,386.0,377.0,202.0
ENSMUSG00000036099,279.0,226.0,232.0,190.1,193.0,157.0
ENSMUSG00000036103,561.0,606.0,498.0,506.0,457.0,372.0
ENSMUSG00000036104,620.0,653.0,624.0,504.0,620.0,358.0
ENSMUSG00000036106,58.0,26.0,29.0,32.0,54.0,16.0
ENSMUSG00000036109,7.0,4.0,9.0,1.0,5.0,7.0
ENSMUSG00000036110,3090.0,2581.0,2095.0,2289.0,2456.0,1579.0
ENSMUSG00000036112,697.99,694.0,637.0,587.0,706.0,431.0
ENSMUSG00000036114,72.0,91.0,84.0,101.0,73.0,62.0
ENSMUSG00000036120,221.62,281.91,235.96,212.63,196.89,87.88
ENSMUSG00000036136,7.0,8.0,7.0,3.0,2.0,5.0
ENSMUSG00000036138,2269.05,2004.73,1779.33,1694.68,1493.4,1144.75
ENSMUSG00000036151,217.0,240.0,203.0,245.0,265.0,176.0
ENSMUSG00000036155,55.0,78.0,72.0,90.0,83.0,44.0
ENSMUSG00000036158,30.0,35.0,26.0,35.0,28.0,26.0
ENSMUSG00000036160,134.0,172.0,152.0,167.0,149.0,97.0
ENSMUSG00000036167,217.0,250.0,222.0,223.0,214.0,183.0
ENSMUSG00000036180,490.0,600.0,449.0,436.0,432.0,256.0
ENSMUSG00000036181,261.5,252.97,161.94,468.3,342.59,217.87
ENSMUSG00000036188,116.0,92.0,70.0,62.0,88.0,73.0
ENSMUSG00000036197,278.0,240.61,227.0,178.0,158.26,152.0
ENSMUSG00000036199,567.0,845.83,806.0,869.68,890.0,465.0
ENSMUSG00000036202,278.0,237.0,231.0,210.0,227.0,184.0
ENSMUSG00000036206,14.0,15.0,19.0,15.0,18.0,12.0
ENSMUSG00000036208,94.76,110.89,98.32,77.31,103.65,65.91
ENSMUSG00000036214,80.4,85.0,98.98,89.63,78.0,68.0
ENSMUSG00000036216,209.0,204.0,208.0,259.0,233.0,174.0
ENSMUSG00000036225,5.0,7.0,3.0,12.0,8.0,12.0
ENSMUSG00000036241,1142.0,1233.0,967.0,974.0,1044.0,713.0
ENSMUSG00000036246,81.0,129.0,97.0,99.0,104.0,55.0
ENSMUSG00000036249,38.0,29.0,20.0,60.0,37.0,31.0
ENSMUSG00000036256,501.9,653.45,555.47,578.7,621.75,431.75
ENSMUSG00000036257,1870.0,1546.0,1370.0,1355.0,1444.0,1203.0
ENSMUSG00000036270,282.0,320.0,249.67,263.0,238.0,135.0
ENSMUSG00000036273,42.0,53.0,32.0,36.0,64.0,26.0
ENSMUSG00000036275,1753.0,1638.0,1571.0,1327.0,1378.0,899.0
ENSMUSG00000036278,224.0,280.0,258.0,233.0,255.0,140.0
ENSMUSG00000036281,149.0,127.0,120.0,109.71,90.0,71.0
ENSMUSG00000036282,329.0,267.0,250.0,182.0,232.0,203.0
ENSMUSG00000036285,116.0,138.0,87.0,102.0,127.0,72.0
ENSMUSG00000036291,223.56,154.59,187.91,165.33,119.0,137.58
ENSMUSG00000036292,466.0,499.0,402.0,451.0,547.0,533.0
ENSMUSG00000036295,16.0,10.0,11.0,7.0,14.0,24.0
ENSMUSG00000036298,5.0,7.0,7.0,3.0,5.0,3.0
ENSMUSG00000036299,585.0,547.0,536.0,518.0,535.0,422.0
ENSMUSG00000036305,245.47,278.27,233.66,199.34,216.65,161.41
ENSMUSG00000036306,4.0,2.0,2.0,3.0,1.0,0.0
ENSMUSG00000036309,2172.0,1737.0,1554.85,1306.22,1720.0,1388.0
ENSMUSG00000036315,76.0,71.0,60.0,71.0,84.0,41.0
ENSMUSG00000036323,1420.0,1706.0,1324.0,1366.0,1629.0,1068.0
ENSMUSG00000036327,72.0,53.0,42.0,38.0,47.0,36.0
ENSMUSG00000036330,66.0,55.0,58.0,42.0,28.0,35.0
ENSMUSG00000036333,1008.0,1010.0,930.0,861.0,879.0,592.0
ENSMUSG00000036334,13.33,12.87,19.44,21.58,33.54,22.89
ENSMUSG00000036339,368.0,290.0,331.0,321.0,387.0,278.0
ENSMUSG00000036352,145.0,153.0,129.0,156.0,170.0,106.0
ENSMUSG00000036353,29.0,17.0,30.0,23.0,18.0,17.0
ENSMUSG00000036356,6.0,11.0,12.0,3.0,12.0,10.0
ENSMUSG00000036362,47.0,36.0,35.0,48.0,44.0,40.0
ENSMUSG00000036368,708.0,621.0,505.0,448.0,578.0,495.0
ENSMUSG00000036371,1445.0,1486.0,1294.0,1299.0,1367.0,895.0
ENSMUSG00000036372,178.0,224.0,219.0,269.0,224.0,126.0
ENSMUSG00000036376,84.0,95.0,109.0,98.0,95.0,65.0
ENSMUSG00000036381,15.0,13.0,16.0,9.0,11.0,9.0
ENSMUSG00000036390,9.12,26.89,5.65,29.16,13.08,30.71
ENSMUSG00000036391,1957.0,1949.0,1585.14,1501.0,1595.0,1289.0
ENSMUSG00000036398,165.0,233.0,211.0,242.0,212.0,133.0
ENSMUSG00000036402,775.0,701.0,689.0,586.98,606.0,518.0
ENSMUSG00000036403,103.0,85.46,77.0,80.56,83.0,63.0
ENSMUSG00000036411,3.0,1.0,0.0,4.0,2.0,1.0
ENSMUSG00000036427,1539.28,1972.16,1519.27,1695.21,2136.63,1331.08
ENSMUSG00000036430,26.0,31.0,36.0,43.0,44.0,26.0
ENSMUSG00000036432,219.0,262.0,177.0,219.0,168.0,129.0
ENSMUSG00000036435,189.0,163.0,144.0,155.0,159.0,134.0
ENSMUSG00000036438,1072.0,942.48,870.79,881.0,912.0,676.55
ENSMUSG00000036442,112.0,143.0,151.0,143.0,123.0,62.0
ENSMUSG00000036446,133.0,115.0,75.0,85.0,87.0,78.0
ENSMUSG00000036450,417.0,468.0,389.0,358.0,366.0,240.0
ENSMUSG00000036452,125.97,171.91,143.89,276.88,274.05,168.91
ENSMUSG00000036459,13.0,17.0,11.0,18.0,14.0,10.0
ENSMUSG00000036461,361.16,363.25,294.13,197.89,206.21,228.45
ENSMUSG00000036466,2.0,1.0,3.0,1.0,8.0,3.0
ENSMUSG00000036469,34.0,34.0,33.0,62.0,22.0,44.0
ENSMUSG00000036473,306.0,342.0,417.0,249.0,235.0,201.0
ENSMUSG00000036478,467.8,411.83,369.58,305.18,351.64,280.89
ENSMUSG00000036492,40.0,92.0,49.0,39.0,46.0,18.0
ENSMUSG00000036499,720.0,715.0,701.0,556.0,605.0,445.0
ENSMUSG00000036501,298.34,288.84,300.75,203.0,224.03,164.0
ENSMUSG00000036502,3.18,3.0,1.0,1.0,3.0,4.0
ENSMUSG00000036503,2231.0,1701.0,1638.0,1375.0,1576.0,1371.0
ENSMUSG00000036504,85.89,116.87,101.0,113.7,123.0,69.76
ENSMUSG00000036513,145.0,116.77,146.0,118.0,130.95,95.0
ENSMUSG00000036526,5.0,9.0,8.0,4.0,3.0,4.0
ENSMUSG00000036528,288.0,242.0,237.0,316.0,195.0,172.0
ENSMUSG00000036529,603.0,734.0,629.0,636.0,572.0,372.0
ENSMUSG00000036533,11.0,13.0,2.0,15.0,20.0,8.0
ENSMUSG00000036534,193.0,195.0,163.0,238.0,204.0,129.0
ENSMUSG00000036537,10.0,9.0,6.0,11.0,4.0,5.0
ENSMUSG00000036545,32.0,61.0,66.0,63.0,75.0,45.0
ENSMUSG00000036550,1981.96,1749.45,1614.18,1512.93,1496.99,1147.92
ENSMUSG00000036552,144.88,160.77,144.01,125.84,139.92,78.44
ENSMUSG00000036553,92.0,124.0,80.0,78.0,73.0,43.0
ENSMUSG00000036555,48.0,55.0,44.0,58.0,48.0,35.0
ENSMUSG00000036560,1.0,5.33,0.0,0.0,3.0,1.0
ENSMUSG00000036561,244.0,282.0,238.0,258.0,210.0,147.0
ENSMUSG00000036565,63.0,127.0,73.0,127.0,85.0,71.0
ENSMUSG00000036568,208.0,183.0,155.0,165.0,188.0,113.0
ENSMUSG00000036570,921.0,1161.0,1015.0,1241.0,1318.0,636.0
ENSMUSG00000036572,217.0,176.0,130.0,176.0,163.0,103.0
ENSMUSG00000036580,393.0,448.0,392.0,421.0,374.0,218.0
ENSMUSG00000036585,1202.0,1118.0,1105.0,896.0,986.0,645.0
ENSMUSG00000036587,2.0,1.0,2.0,2.0,3.0,2.0
ENSMUSG00000036591,482.0,578.0,476.0,472.0,511.0,378.0
ENSMUSG00000036594,379.0,502.0,446.0,372.0,431.0,190.0
ENSMUSG00000036596,2.0,4.0,4.0,5.0,6.0,4.0
ENSMUSG00000036599,12.0,11.0,12.0,14.0,11.0,7.0
ENSMUSG00000036606,2586.0,2930.0,2348.0,2505.0,2117.0,1386.0
ENSMUSG00000036611,138.0,146.0,143.0,125.0,142.0,102.0
ENSMUSG00000036613,83.0,100.0,80.0,97.0,105.0,56.0
ENSMUSG00000036615,89.0,108.0,86.0,86.0,91.0,63.0
ENSMUSG00000036617,128.0,163.0,164.0,143.0,200.0,96.0
ENSMUSG00000036620,201.0,256.0,206.0,260.0,223.0,135.0
ENSMUSG00000036622,161.0,225.0,184.0,260.0,187.0,120.0
ENSMUSG00000036632,394.0,347.0,320.0,322.0,345.0,255.0
ENSMUSG00000036636,417.0,522.0,412.0,510.0,421.0,344.0
ENSMUSG00000036639,122.0,115.0,113.0,144.0,102.0,83.0
ENSMUSG00000036641,20.0,24.0,35.0,16.0,12.0,16.0
ENSMUSG00000036644,768.0,946.0,715.0,751.0,660.0,445.0
ENSMUSG00000036646,435.0,459.0,370.8,415.0,392.86,296.0
ENSMUSG00000036655,238.0,224.0,237.0,283.0,254.0,190.0
ENSMUSG00000036661,52.0,44.0,44.0,55.0,58.0,34.0
ENSMUSG00000036667,37.0,39.0,33.0,25.0,40.0,26.0
ENSMUSG00000036672,14.0,19.0,16.0,21.0,26.0,12.0
ENSMUSG00000036676,192.0,157.0,139.0,126.0,143.0,122.0
ENSMUSG00000036678,69.0,105.0,71.0,107.0,87.0,58.0
ENSMUSG00000036686,73.0,100.0,83.0,121.0,96.0,48.0
ENSMUSG00000036687,147.73,172.25,129.1,163.0,130.21,82.12
ENSMUSG00000036693,200.0,248.0,180.0,222.0,215.0,134.0
ENSMUSG00000036698,493.83,635.33,536.0,456.0,530.71,399.0
ENSMUSG00000036707,1058.0,949.0,810.0,777.0,794.0,657.0
ENSMUSG00000036712,338.0,350.0,291.0,316.0,323.0,211.0
ENSMUSG00000036718,28.0,59.0,54.0,35.0,19.0,15.0
ENSMUSG00000036721,70.9,60.32,75.44,50.22,48.52,40.24
ENSMUSG00000036733,231.0,375.0,248.0,339.0,227.0,115.71
ENSMUSG00000036737,417.0,390.0,366.0,306.0,391.0,246.0
ENSMUSG00000036743,12.0,7.0,6.0,12.0,7.0,4.0
ENSMUSG00000036745,29.0,29.0,24.0,17.0,30.0,20.0
ENSMUSG00000036748,89.31,104.13,102.77,146.98,115.19,57.94
ENSMUSG00000036751,1148.0,1282.0,1227.0,1236.0,1283.0,695.0
ENSMUSG00000036752,1221.0,2008.0,1462.85,1149.0,1131.0,650.0
ENSMUSG00000036764,98.0,91.0,63.0,116.0,75.0,73.0
ENSMUSG00000036768,4.0,1.0,2.0,1.0,9.0,10.0
ENSMUSG00000036769,57.0,54.0,45.0,56.0,58.0,54.0
ENSMUSG00000036775,2872.0,2337.0,2082.0,1942.0,1929.0,1650.0
ENSMUSG00000036777,8.0,10.0,7.0,13.0,23.0,11.0
ENSMUSG00000036779,588.0,539.0,436.0,429.0,391.0,407.0
ENSMUSG00000036781,1255.0,1107.15,1070.0,901.0,1044.83,688.56
ENSMUSG00000036782,85.0,76.0,71.0,54.0,58.0,53.0
ENSMUSG00000036792,150.51,155.48,117.0,106.0,124.39,104.0
ENSMUSG00000036805,5.0,3.0,1.0,1.0,1.0,0.0
ENSMUSG00000036810,221.0,171.0,157.0,160.0,125.0,122.0
ENSMUSG00000036813,936.0,897.0,761.0,1009.0,856.0,566.0
ENSMUSG00000036817,164.0,131.0,93.0,155.0,149.0,106.0
ENSMUSG00000036819,110.0,105.03,109.0,120.03,127.0,103.0
ENSMUSG00000036820,115.0,161.0,146.0,151.0,136.0,75.0
ENSMUSG00000036822,325.0,347.0,267.0,270.0,283.0,229.0
ENSMUSG00000036825,89.34,94.0,54.0,55.71,71.0,72.0
ENSMUSG00000036826,0.0,9.72,0.0,3.51,0.0,10.09
ENSMUSG00000036833,1375.0,1435.0,1326.0,1649.0,1656.0,1109.0
ENSMUSG00000036835,176.9,273.21,229.48,230.02,152.44,164.64
ENSMUSG00000036840,68.77,57.83,36.25,34.68,48.88,39.64
ENSMUSG00000036845,47.0,74.0,69.0,56.0,62.0,26.0
ENSMUSG00000036850,171.0,192.0,181.0,182.0,183.0,127.0
ENSMUSG00000036854,122.41,215.0,129.0,181.0,158.0,71.0
ENSMUSG00000036856,8.0,16.0,15.0,10.0,15.0,10.0
ENSMUSG00000036860,99.0,165.0,129.0,162.0,129.0,92.0
ENSMUSG00000036862,50.0,60.0,43.0,35.0,48.0,32.0
ENSMUSG00000036863,56.0,57.0,46.0,74.0,81.0,65.0
ENSMUSG00000036864,34.59,48.0,28.0,35.0,30.0,29.0
ENSMUSG00000036867,16.0,34.0,36.0,36.0,26.0,10.0
ENSMUSG00000036872,1.0,1.0,5.0,2.0,0.0,2.0
ENSMUSG00000036873,36.0,58.0,52.0,66.0,42.0,32.0
ENSMUSG00000036875,142.0,143.0,123.0,133.0,156.0,119.0
ENSMUSG00000036879,419.0,345.0,373.0,271.0,325.0,252.0
ENSMUSG00000036880,9510.0,8464.0,7159.0,6679.0,7198.0,5213.0
ENSMUSG00000036882,2.0,4.0,4.0,5.0,5.0,3.0
ENSMUSG00000036885,664.0,949.0,1182.0,629.0,748.0,370.0
ENSMUSG00000036887,388.0,518.0,442.0,534.0,354.0,233.0
ENSMUSG00000036890,58.78,47.22,66.0,63.05,62.0,57.02
ENSMUSG00000036892,1578.0,2032.0,1521.0,1915.0,1808.0,1172.0
ENSMUSG00000036893,360.0,409.0,280.0,344.0,290.0,216.0
ENSMUSG00000036894,28.0,30.0,26.0,31.0,17.0,20.0
ENSMUSG00000036896,360.0,527.0,416.0,542.0,414.0,207.0
ENSMUSG00000036898,62.56,40.87,45.76,54.02,56.32,41.19
