gene_id,Rep1._x,Rep2._x,Rep3._x,Rep1._y,Rep2._y,Rep3._y
ENSMUSG00000026864,11156.0,19706.0,15126.0,15730.0,14764.0,6963.0
ENSMUSG00000026866,2639.0,2276.0,2132.0,2151.0,2323.0,2033.0
ENSMUSG00000026867,722.0,699.0,648.0,616.0,603.0,480.0
ENSMUSG00000026869,409.0,373.0,360.0,279.0,318.0,265.0
ENSMUSG00000026870,377.0,358.0,319.0,479.0,420.0,329.0
ENSMUSG00000026872,195.95,159.2,127.41,170.73,136.47,113.66
ENSMUSG00000026873,19.0,18.0,26.0,14.0,18.0,12.0
ENSMUSG00000026874,15223.4,15887.72,14715.74,17169.55,13777.77,13191.61
ENSMUSG00000026875,2.0,5.0,7.0,8.0,8.0,2.0
ENSMUSG00000026878,2005.0,1793.0,1653.0,1393.0,1620.0,1232.0
ENSMUSG00000026879,67.0,126.0,96.0,255.0,276.0,175.0
ENSMUSG00000026880,704.0,614.0,621.0,624.0,629.0,404.0
ENSMUSG00000026883,85.0,128.0,108.0,160.0,120.0,86.0
ENSMUSG00000026887,256.0,269.79,257.04,252.92,260.1,217.85
ENSMUSG00000026888,617.0,664.0,527.0,597.0,617.0,412.0
ENSMUSG00000026889,264.0,262.21,219.96,181.08,201.52,144.15
ENSMUSG00000026890,40.0,55.0,35.0,45.0,45.43,36.0
ENSMUSG00000026893,69.89,70.86,67.72,73.9,75.88,74.25
ENSMUSG00000026895,603.0,636.0,601.0,664.0,717.0,488.0
ENSMUSG00000026896,578.0,455.0,422.0,556.0,523.0,467.0
ENSMUSG00000026914,736.0,611.0,563.0,455.0,649.0,487.0
ENSMUSG00000026915,648.19,590.98,484.93,411.08,441.0,341.49
ENSMUSG00000026917,315.0,326.0,267.0,289.0,315.0,207.0
ENSMUSG00000026918,498.0,421.0,372.0,450.0,354.0,277.0
ENSMUSG00000026921,176.0,214.0,188.0,226.0,229.0,109.0
ENSMUSG00000026922,1279.0,1613.0,1222.0,1690.0,1591.0,1001.0
ENSMUSG00000026923,226.07,308.19,213.03,271.43,254.71,139.77
ENSMUSG00000026924,1850.0,2402.0,1810.0,2116.0,1895.0,1081.0
ENSMUSG00000026925,84.26,98.58,76.33,99.11,90.0,75.72
ENSMUSG00000026926,888.74,875.42,837.67,744.89,851.0,577.28
ENSMUSG00000026927,401.39,487.74,443.45,400.45,349.28,302.0
ENSMUSG00000026928,6.0,6.0,5.0,6.0,6.0,3.0
ENSMUSG00000026930,10.11,10.0,12.08,14.2,22.4,6.0
ENSMUSG00000026932,267.0,332.02,275.0,286.24,260.0,174.0
ENSMUSG00000026933,133.0,200.0,193.0,147.0,142.0,101.0
ENSMUSG00000026938,442.0,475.99,458.97,503.99,435.0,274.0
ENSMUSG00000026939,83.0,99.0,103.0,75.0,109.0,45.0
ENSMUSG00000026940,0.0,3.51,4.0,3.0,3.0,4.0
ENSMUSG00000026941,27.11,39.13,12.0,12.3,9.0,15.24
ENSMUSG00000026942,110.0,150.0,137.0,103.0,99.0,61.0
ENSMUSG00000026944,918.0,1184.0,908.0,869.0,804.0,445.0
ENSMUSG00000026946,187.0,179.0,148.0,184.0,188.0,156.0
ENSMUSG00000026950,791.0,482.0,589.0,562.0,458.0,458.0
ENSMUSG00000026956,36.0,42.0,33.0,57.0,32.0,22.0
ENSMUSG00000026958,162.0,206.0,178.0,225.0,186.0,103.0
ENSMUSG00000026960,104.0,99.0,82.0,78.0,95.0,92.0
ENSMUSG00000026965,433.0,523.0,388.0,423.0,361.0,283.0
ENSMUSG00000026966,120.0,107.0,76.0,87.0,97.0,75.0
ENSMUSG00000026970,568.0,500.0,463.0,359.0,426.0,291.0
ENSMUSG00000026972,29.0,26.0,22.0,24.0,27.0,22.0
ENSMUSG00000026974,100.0,136.0,110.0,114.0,89.0,68.0
ENSMUSG00000026975,24.0,27.0,27.0,33.0,35.0,20.0
ENSMUSG00000026976,1.0,2.0,0.0,4.0,1.0,2.0
ENSMUSG00000026977,430.0,331.0,348.0,224.0,285.0,239.0
ENSMUSG00000026979,43.0,48.0,66.0,38.0,40.0,28.0
ENSMUSG00000026980,54.0,45.0,37.0,45.0,73.0,46.0
ENSMUSG00000026981,32.0,30.0,51.0,22.0,20.0,40.0
ENSMUSG00000026986,310.0,278.0,275.0,219.0,262.0,256.0
ENSMUSG00000026987,323.0,322.0,264.0,225.0,274.0,171.0
ENSMUSG00000026988,65.0,65.0,49.0,59.0,53.0,33.0
ENSMUSG00000026991,893.0,1161.0,917.0,988.0,894.0,653.0
ENSMUSG00000026994,3.0,6.0,1.0,7.0,0.0,2.0
ENSMUSG00000026999,77.0,82.0,67.0,45.9,56.04,61.0
ENSMUSG00000027001,67.0,54.0,49.0,53.0,49.0,64.0
ENSMUSG00000027002,2115.0,1892.0,1704.0,1504.0,1793.0,1430.0
ENSMUSG00000027004,9.0,15.0,11.0,15.0,13.0,12.0
ENSMUSG00000027006,434.0,360.0,370.0,323.0,323.0,282.0
ENSMUSG00000027007,806.0,897.0,795.0,635.0,747.0,547.0
ENSMUSG00000027009,90.16,82.84,81.67,72.2,96.02,78.66
ENSMUSG00000027010,209.0,205.0,155.0,174.0,162.0,151.0
ENSMUSG00000027011,321.0,294.0,325.0,260.0,257.0,220.0
ENSMUSG00000027012,626.0,511.0,488.0,476.0,559.0,430.0
ENSMUSG00000027014,145.0,160.0,115.0,135.13,155.28,94.0
ENSMUSG00000027016,149.0,102.0,125.0,183.0,128.0,144.0
ENSMUSG00000027018,112.0,102.0,110.0,107.0,104.0,98.0
ENSMUSG00000027030,21.0,24.0,20.0,18.0,23.0,11.0
ENSMUSG00000027035,131.0,115.0,216.0,95.0,116.0,111.0
ENSMUSG00000027048,10822.71,9784.61,9876.8,7141.0,7657.91,4893.89
ENSMUSG00000027067,564.0,606.0,511.0,632.0,541.0,404.0
ENSMUSG00000027068,63.0,118.0,73.0,16.0,14.0,18.0
ENSMUSG00000027070,9.0,14.0,8.0,58.0,49.0,49.0
ENSMUSG00000027071,14.0,8.0,13.0,7.0,4.0,8.0
ENSMUSG00000027074,391.0,485.0,403.0,422.0,547.0,299.0
ENSMUSG00000027075,78.0,87.0,78.0,81.0,92.0,47.0
ENSMUSG00000027076,124.0,111.0,107.0,118.0,134.0,79.0
ENSMUSG00000027078,558.0,466.0,409.0,684.0,641.0,508.0
ENSMUSG00000027079,161.0,192.0,199.0,179.0,162.0,108.0
ENSMUSG00000027080,134.75,172.24,132.85,176.41,177.15,105.18
ENSMUSG00000027082,114.0,112.0,81.0,70.0,118.0,84.0
ENSMUSG00000027086,322.0,221.0,254.0,227.0,275.0,249.0
ENSMUSG00000027087,325.0,324.0,246.0,222.0,252.0,256.0
ENSMUSG00000027088,290.0,245.0,241.16,192.0,235.0,155.0
ENSMUSG00000027091,585.0,645.0,602.02,479.18,603.0,423.0
ENSMUSG00000027099,432.0,379.0,410.0,343.0,400.0,292.0
ENSMUSG00000027104,497.0,442.19,379.36,377.0,351.0,261.0
ENSMUSG00000027108,487.0,507.0,413.0,399.0,401.0,396.0
ENSMUSG00000027109,692.0,437.91,413.8,394.0,367.0,336.82
ENSMUSG00000027111,25.0,26.0,27.0,18.0,36.0,31.0
ENSMUSG00000027115,3.0,1.0,4.0,3.0,1.0,10.0
ENSMUSG00000027122,157.0,107.0,112.0,124.0,86.0,107.0
ENSMUSG00000027130,261.04,264.94,209.91,205.32,226.58,160.7
ENSMUSG00000027131,307.96,418.06,340.09,363.68,359.42,224.3
ENSMUSG00000027132,119.0,78.0,80.22,59.0,54.0,68.0
ENSMUSG00000027133,301.0,364.0,302.0,398.0,362.0,177.0
ENSMUSG00000027134,7.0,9.0,3.0,10.0,8.0,5.0
ENSMUSG00000027160,15.0,13.0,10.0,13.0,12.0,14.0
ENSMUSG00000027162,660.0,547.0,508.0,441.0,588.0,529.0
ENSMUSG00000027163,129.0,162.0,119.0,155.0,148.0,101.0
ENSMUSG00000027164,316.0,401.0,306.0,251.0,274.0,175.0
ENSMUSG00000027165,111.0,94.0,101.0,88.0,96.0,93.0
ENSMUSG00000027166,48.0,53.0,48.0,46.0,56.0,38.0
ENSMUSG00000027167,265.0,209.0,201.0,153.0,134.0,134.0
ENSMUSG00000027170,751.99,642.82,558.89,501.0,640.98,458.0
ENSMUSG00000027171,2.0,3.0,6.0,0.0,2.0,0.0
ENSMUSG00000027173,292.0,235.0,210.0,213.0,237.0,209.0
ENSMUSG00000027175,69.0,48.0,45.0,43.0,40.0,43.0
ENSMUSG00000027176,260.0,232.0,198.0,177.0,189.0,151.0
ENSMUSG00000027177,1435.7,1467.9,1097.95,1005.0,1034.0,755.82
ENSMUSG00000027180,1522.83,1243.8,1274.7,1181.73,1291.98,1111.0
ENSMUSG00000027184,3127.0,2795.0,2418.0,2471.0,2371.0,1840.0
ENSMUSG00000027185,249.0,305.0,247.0,303.0,260.0,172.0
ENSMUSG00000027187,40310.0,40667.0,36262.0,34245.0,33097.0,22400.0
ENSMUSG00000027188,26.0,45.0,36.0,28.0,36.0,34.0
ENSMUSG00000027189,895.0,812.0,765.0,713.0,852.0,595.0
ENSMUSG00000027193,923.0,874.0,777.0,738.0,801.0,648.0
ENSMUSG00000027194,299.71,410.47,334.85,405.77,385.36,294.89
ENSMUSG00000027195,2129.0,2010.0,1960.0,1863.0,2219.0,1680.0
ENSMUSG00000027196,3.0,3.0,3.0,2.0,5.0,3.0
ENSMUSG00000027198,293.0,336.0,281.0,272.0,279.0,187.0
ENSMUSG00000027199,165.0,157.0,133.0,153.0,176.0,125.0
ENSMUSG00000027200,339.0,383.0,334.0,310.0,309.0,232.0
ENSMUSG00000027201,183.24,103.69,123.13,88.51,120.45,89.95
ENSMUSG00000027203,71.0,65.0,45.0,72.0,60.0,45.0
ENSMUSG00000027204,43.0,61.94,35.0,52.0,42.0,50.0
ENSMUSG00000027206,942.0,743.0,704.0,575.0,695.0,596.0
ENSMUSG00000027207,118.0,153.0,129.0,155.0,126.0,123.0
ENSMUSG00000027210,64.0,41.0,44.0,52.0,59.0,26.0
ENSMUSG00000027215,648.0,863.0,657.0,625.0,597.0,347.0
ENSMUSG00000027217,24.0,41.0,42.0,37.0,57.0,25.0
ENSMUSG00000027219,16.85,22.0,22.0,18.0,12.0,12.51
ENSMUSG00000027221,3.0,3.0,0.0,3.0,1.0,2.0
ENSMUSG00000027222,478.0,709.0,556.0,719.0,608.99,375.0
ENSMUSG00000027223,13.49,12.0,12.0,22.0,23.0,10.0
ENSMUSG00000027227,14556.0,14630.0,12667.0,14429.0,13588.0,9720.0
ENSMUSG00000027230,4.0,21.0,19.0,18.0,12.0,11.0
ENSMUSG00000027236,207.29,217.78,178.2,156.34,211.55,138.75
ENSMUSG00000027239,1.0,1.0,4.0,4.0,3.0,0.0
ENSMUSG00000027242,43.13,29.67,24.89,43.0,42.43,23.43
ENSMUSG00000027243,199.0,171.0,142.0,183.0,187.0,120.0
ENSMUSG00000027244,756.0,997.0,759.0,802.0,788.0,346.0
ENSMUSG00000027245,55.61,61.39,57.5,40.56,54.31,43.06
ENSMUSG00000027246,13.0,12.0,10.0,13.0,11.0,16.0
ENSMUSG00000027247,210.0,200.0,185.0,168.0,201.0,124.0
ENSMUSG00000027248,5304.0,6634.0,5529.0,5633.0,5995.0,4254.0
ENSMUSG00000027249,14087.0,16331.0,14187.0,17616.0,14440.0,9719.0
ENSMUSG00000027253,203.0,169.0,154.0,210.0,207.0,207.0
ENSMUSG00000027254,0.0,2.0,3.0,5.0,3.0,3.0
ENSMUSG00000027255,1197.87,1231.47,1099.95,1371.12,1334.3,910.27
ENSMUSG00000027257,198.0,273.0,280.0,391.0,228.0,145.0
ENSMUSG00000027259,206.6,195.56,167.42,145.51,148.03,127.79
ENSMUSG00000027261,3225.0,3167.0,3043.0,2922.0,3760.0,2098.0
ENSMUSG00000027263,384.28,428.12,410.12,289.9,352.85,249.83
ENSMUSG00000027272,469.0,458.82,382.86,300.27,335.0,278.78
ENSMUSG00000027274,341.68,250.0,253.8,259.0,305.0,253.0
ENSMUSG00000027276,56.0,60.0,45.0,44.0,45.0,23.0
ENSMUSG00000027281,53.14,58.75,41.2,70.0,58.89,58.0
ENSMUSG00000027282,1816.76,1615.56,1569.13,1251.5,1362.74,959.75
ENSMUSG00000027284,91.21,107.66,89.65,102.55,102.53,86.09
ENSMUSG00000027285,163.0,134.58,98.0,120.24,126.82,101.0
ENSMUSG00000027286,141.0,108.42,121.0,134.76,119.18,109.0
ENSMUSG00000027287,440.0,424.0,401.0,335.0,405.0,364.0
ENSMUSG00000027288,1438.32,1442.0,1171.0,1090.0,1057.0,784.0
ENSMUSG00000027291,268.17,271.0,240.0,307.0,278.0,188.17
ENSMUSG00000027293,73.0,103.0,68.0,103.0,90.0,72.0
ENSMUSG00000027296,12.0,9.0,9.0,10.0,14.0,9.0
ENSMUSG00000027297,1.0,3.0,2.0,1.0,6.0,0.0
ENSMUSG00000027298,0.0,5.0,1.0,2.0,1.0,2.0
ENSMUSG00000027300,87.71,75.31,58.14,107.16,74.08,39.18
ENSMUSG00000027303,411.93,434.8,355.99,399.0,346.0,255.89
ENSMUSG00000027304,315.0,343.0,265.0,288.0,298.0,189.0
ENSMUSG00000027305,326.0,244.0,246.0,226.0,219.0,165.0
ENSMUSG00000027306,14.21,15.0,17.0,5.0,12.0,13.47
ENSMUSG00000027309,464.0,528.72,476.0,509.6,565.12,497.0
ENSMUSG00000027312,1338.0,1224.0,1039.0,1267.0,1273.0,1006.0
ENSMUSG00000027313,31.0,86.0,58.0,83.0,68.0,34.0
ENSMUSG00000027314,34.0,45.0,36.0,27.0,50.0,19.0
ENSMUSG00000027315,2.0,7.0,2.0,0.0,3.0,12.0
ENSMUSG00000027318,5.0,8.0,16.0,9.0,16.0,6.0
ENSMUSG00000027322,206.0,247.0,174.0,229.0,176.0,129.0
ENSMUSG00000027323,3.22,9.56,6.0,9.21,10.37,12.0
ENSMUSG00000027324,32.0,30.0,23.0,33.0,27.0,18.0
ENSMUSG00000027326,6.0,3.0,6.0,3.0,4.0,8.0
ENSMUSG00000027327,37.0,33.0,43.0,62.0,47.0,46.0
ENSMUSG00000027329,15.0,14.0,14.0,12.3,19.0,8.78
ENSMUSG00000027330,8.0,14.0,8.0,19.0,7.0,6.0
ENSMUSG00000027331,7.0,6.0,5.0,14.0,31.0,12.0
ENSMUSG00000027332,2573.0,2534.0,2278.0,1937.0,1877.0,1496.0
ENSMUSG00000027333,17.0,36.0,22.0,29.0,24.0,14.0
ENSMUSG00000027339,42.0,66.0,64.0,55.0,40.0,22.0
ENSMUSG00000027340,338.0,338.0,268.0,300.0,206.0,194.0
ENSMUSG00000027341,230.0,177.0,160.0,176.0,215.0,122.0
ENSMUSG00000027342,313.22,292.0,258.0,262.0,283.43,254.0
ENSMUSG00000027346,3358.0,1489.0,1504.0,1389.0,1388.0,1119.0
ENSMUSG00000027347,25.0,27.0,20.0,27.0,16.0,21.0
ENSMUSG00000027349,122.0,113.0,101.0,111.0,111.0,105.0
ENSMUSG00000027351,306.0,229.0,238.0,126.0,169.0,115.0
ENSMUSG00000027353,31.0,9.0,16.0,22.0,13.0,18.0
ENSMUSG00000027356,5.0,6.0,4.0,3.0,5.0,4.0
ENSMUSG00000027357,454.0,337.0,377.0,383.0,342.0,370.0
ENSMUSG00000027358,218.0,261.0,225.0,208.0,295.0,158.0
ENSMUSG00000027359,16402.17,14720.58,11689.31,11499.74,10795.1,8675.53
ENSMUSG00000027360,115.0,195.0,103.0,84.0,106.0,46.0
ENSMUSG00000027361,135.0,100.0,107.0,95.0,80.0,63.0
ENSMUSG00000027363,779.0,855.0,708.0,787.0,739.0,501.0
ENSMUSG00000027364,3.23,2.19,1.0,1.0,3.0,3.56
ENSMUSG00000027365,768.0,644.0,684.0,625.0,620.0,606.0
ENSMUSG00000027366,3050.0,2433.0,2397.97,2114.0,2143.0,1748.0
ENSMUSG00000027367,1631.0,1299.0,1235.0,1167.0,1293.0,967.0
ENSMUSG00000027368,2.0,5.0,3.0,3.0,2.0,3.0
ENSMUSG00000027371,148.0,165.0,116.0,104.0,125.0,75.0
ENSMUSG00000027374,371.0,444.0,375.0,441.0,321.0,231.0
ENSMUSG00000027375,7.0,4.0,2.0,1.0,4.0,6.0
ENSMUSG00000027378,38.0,29.0,19.0,22.0,25.0,26.0
ENSMUSG00000027379,5.0,0.0,1.0,1.0,3.0,2.0
ENSMUSG00000027381,71.0,112.0,84.0,67.0,59.0,45.0
ENSMUSG00000027384,42.0,42.0,34.0,32.0,33.0,29.0
ENSMUSG00000027386,1.0,10.0,5.0,9.0,6.0,3.0
ENSMUSG00000027387,21.0,36.0,22.0,25.0,37.0,37.0
ENSMUSG00000027394,77.0,91.0,78.0,73.0,86.0,59.0
ENSMUSG00000027395,208.0,257.0,208.55,216.5,199.47,128.0
ENSMUSG00000027397,346.23,985.01,596.9,825.31,772.97,450.05
ENSMUSG00000027398,20.0,47.0,28.0,13.0,8.0,29.0
ENSMUSG00000027399,57.13,67.01,56.77,47.19,61.54,25.6
ENSMUSG00000027404,386.0,544.0,389.0,443.0,410.0,192.0
ENSMUSG00000027405,218.74,318.13,256.46,240.0,232.0,124.68
ENSMUSG00000027406,1759.0,1761.0,1625.0,1406.0,1620.0,1044.0
ENSMUSG00000027408,3.0,7.0,2.0,11.0,6.0,8.0
ENSMUSG00000027411,226.49,268.79,246.0,268.0,248.0,155.0
ENSMUSG00000027412,73.0,62.0,61.0,45.0,39.0,36.0
ENSMUSG00000027422,2595.0,3592.0,2945.0,3321.0,2627.0,1504.0
ENSMUSG00000027423,647.0,585.0,554.0,518.0,548.0,448.0
ENSMUSG00000027424,90.0,98.0,110.0,106.0,108.0,86.0
ENSMUSG00000027425,193.0,234.0,228.0,236.0,252.0,186.0
ENSMUSG00000027427,212.0,172.0,185.0,152.0,179.0,95.0
ENSMUSG00000027428,279.0,227.0,215.0,198.0,247.0,177.0
ENSMUSG00000027429,906.0,931.0,750.0,815.0,819.0,485.0
ENSMUSG00000027430,69.0,79.0,69.0,68.0,76.0,38.0
ENSMUSG00000027433,636.0,604.0,494.0,470.0,515.0,387.0
ENSMUSG00000027435,99.0,147.0,137.0,81.0,160.0,78.0
ENSMUSG00000027438,37.0,41.0,40.0,39.0,32.0,18.0
ENSMUSG00000027439,770.0,521.0,508.0,574.0,557.0,399.0
ENSMUSG00000027447,953.0,1133.0,924.0,1055.0,975.0,618.0
ENSMUSG00000027452,2.0,4.0,1.0,9.0,8.0,7.0
ENSMUSG00000027454,37.0,20.0,24.0,36.0,26.0,26.0
ENSMUSG00000027455,380.0,532.0,494.0,505.91,453.0,249.0
ENSMUSG00000027459,10.0,27.0,11.0,15.0,12.0,4.0
ENSMUSG00000027463,3.0,3.0,1.0,3.0,7.0,3.0
ENSMUSG00000027465,469.0,550.0,496.0,373.0,359.0,263.0
ENSMUSG00000027466,464.0,609.0,551.0,616.0,520.0,333.0
ENSMUSG00000027469,5.0,2.0,8.0,12.0,12.0,11.0
ENSMUSG00000027472,120.0,152.0,106.0,122.0,133.0,90.0
ENSMUSG00000027474,38.0,47.0,36.0,34.0,55.0,20.0
ENSMUSG00000027475,207.0,185.0,172.0,192.0,240.0,174.0
ENSMUSG00000027478,22.0,25.0,10.0,12.0,11.0,8.0
ENSMUSG00000027479,407.0,449.0,368.0,286.0,301.0,290.0
ENSMUSG00000027487,72.0,64.0,62.0,92.0,88.0,69.0
ENSMUSG00000027488,51.0,116.0,100.0,108.0,108.0,56.0
ENSMUSG00000027490,39.0,27.13,38.0,50.0,30.16,26.0
ENSMUSG00000027495,1247.0,1405.0,1162.0,1249.0,1204.0,849.0
ENSMUSG00000027496,19.0,10.0,20.0,18.0,18.0,19.0
ENSMUSG00000027498,290.0,288.0,198.0,254.0,233.0,140.0
ENSMUSG00000027499,14.0,10.0,6.0,10.0,6.0,17.0
ENSMUSG00000027502,730.0,752.0,587.0,747.0,634.0,458.0
ENSMUSG00000027505,0.0,3.0,5.0,2.0,1.0,2.0
ENSMUSG00000027506,178.0,195.0,169.0,163.78,191.0,149.0
ENSMUSG00000027508,140.0,123.0,129.0,140.0,112.0,133.0
ENSMUSG00000027509,179.0,219.0,176.0,168.0,180.0,106.0
ENSMUSG00000027510,26.0,49.9,39.0,27.68,23.0,12.0
ENSMUSG00000027513,33999.0,40285.0,33890.0,42089.0,30427.0,19117.0
ENSMUSG00000027514,80.0,67.0,60.0,116.0,63.0,61.0
ENSMUSG00000027519,421.0,430.18,376.51,418.89,360.95,260.99
ENSMUSG00000027522,418.0,433.0,371.0,386.0,403.0,317.0
ENSMUSG00000027523,3580.14,4409.24,3525.46,3456.86,3685.09,2457.66
ENSMUSG00000027531,854.0,852.0,706.0,814.0,746.0,598.0
ENSMUSG00000027533,167.0,265.73,300.0,302.65,300.0,168.74
ENSMUSG00000027534,44.0,44.0,47.0,12.0,29.0,27.0
ENSMUSG00000027536,9.0,10.0,5.0,2.0,2.0,7.0
ENSMUSG00000027540,247.0,386.0,304.0,361.0,328.0,220.0
ENSMUSG00000027544,3.0,7.0,9.0,5.0,5.0,4.0
ENSMUSG00000027546,561.0,745.0,623.0,657.0,611.0,350.0
ENSMUSG00000027550,47.0,32.0,19.0,23.0,22.0,24.0
ENSMUSG00000027551,56.0,96.0,74.0,87.0,83.0,30.0
ENSMUSG00000027552,66.0,87.0,63.0,41.0,54.0,40.0
ENSMUSG00000027555,12.0,6.0,7.0,6.0,2.0,2.0
ENSMUSG00000027556,115.0,84.0,62.0,34.0,31.0,29.0
ENSMUSG00000027559,41483.0,42488.0,36741.0,28995.0,31009.0,25737.0
ENSMUSG00000027562,46.0,55.0,52.0,35.0,35.0,33.0
ENSMUSG00000027566,875.0,968.0,750.0,769.0,764.0,556.0
ENSMUSG00000027569,69.0,58.0,75.0,62.0,75.0,38.0
ENSMUSG00000027570,3.0,5.0,5.0,2.0,0.0,1.0
ENSMUSG00000027573,353.0,357.0,322.0,350.0,374.0,260.0
ENSMUSG00000027574,1.0,1.0,1.0,2.0,2.0,3.0
ENSMUSG00000027575,248.0,272.0,229.0,301.0,296.0,143.0
ENSMUSG00000027577,32.0,83.0,128.0,136.0,346.0,162.0
ENSMUSG00000027579,8.0,6.0,8.0,9.0,7.0,0.0
ENSMUSG00000027580,1734.0,1901.0,1459.0,1892.0,1389.0,1042.0
ENSMUSG00000027582,260.51,285.65,271.43,269.33,218.76,186.26
ENSMUSG00000027583,104.0,117.0,68.0,50.0,80.0,53.0
ENSMUSG00000027589,649.0,487.0,431.0,382.0,339.0,325.0
ENSMUSG00000027593,388.0,573.0,406.0,449.0,462.0,285.0
ENSMUSG00000027597,15315.45,12551.68,10597.32,9940.08,11250.36,8878.04
ENSMUSG00000027598,1100.0,981.0,834.0,822.0,816.0,671.0
ENSMUSG00000027599,552.0,455.0,372.0,403.0,522.0,448.0
ENSMUSG00000027601,1027.0,942.0,816.0,733.0,767.0,674.0
ENSMUSG00000027602,143.0,264.0,261.0,229.0,191.0,102.0
ENSMUSG00000027603,7.0,6.0,4.0,2.0,3.0,5.0
ENSMUSG00000027605,2845.17,2451.54,2976.41,3470.41,3549.19,2448.51
ENSMUSG00000027610,657.22,749.18,653.59,662.29,637.81,452.11
ENSMUSG00000027611,3.0,6.0,4.0,11.0,11.0,5.0
ENSMUSG00000027613,320.0,426.0,338.0,377.0,358.0,213.0
ENSMUSG00000027615,138.59,93.76,102.88,105.45,97.4,82.33
ENSMUSG00000027618,627.67,662.89,551.34,526.93,517.21,419.94
ENSMUSG00000027620,1552.0,1370.0,1265.0,1205.0,1293.0,972.0
ENSMUSG00000027624,62.0,31.0,48.0,22.0,22.0,22.0
ENSMUSG00000027628,201.0,234.0,181.0,209.0,215.0,144.0
ENSMUSG00000027630,544.0,400.0,322.0,311.0,285.0,232.0
ENSMUSG00000027634,294.0,244.0,232.0,191.0,186.0,173.0
ENSMUSG00000027635,11.0,7.0,4.0,5.0,8.0,10.0
ENSMUSG00000027636,5.18,3.85,3.83,0.0,2.63,2.54
ENSMUSG00000027637,946.82,932.15,815.17,624.0,680.37,621.46
ENSMUSG00000027639,326.0,321.0,289.0,367.0,349.0,231.0
ENSMUSG00000027641,22.0,33.0,34.0,36.0,35.0,33.0
ENSMUSG00000027642,1699.94,1861.0,1578.98,1658.97,1596.0,1012.9
ENSMUSG00000027646,24.0,18.0,21.0,8.0,23.0,14.0
ENSMUSG00000027649,122.0,122.0,98.0,163.0,145.0,105.0
ENSMUSG00000027650,201.0,205.0,190.0,188.0,191.0,137.0
ENSMUSG00000027651,366.0,395.0,351.0,311.0,408.0,228.0
ENSMUSG00000027652,417.0,383.0,311.0,300.0,331.0,267.0
ENSMUSG00000027654,1.0,1.0,4.0,4.0,2.0,2.0
ENSMUSG00000027655,50.0,46.0,48.0,50.0,51.0,36.0
ENSMUSG00000027656,0.0,1.0,0.0,7.0,3.0,2.0
ENSMUSG00000027660,201.0,367.0,279.0,185.0,176.0,134.0
ENSMUSG00000027661,0.0,1.0,1.0,2.0,3.0,3.0
ENSMUSG00000027663,115.0,132.0,88.0,100.0,114.0,80.0
ENSMUSG00000027665,633.0,615.0,530.0,464.0,513.0,361.0
ENSMUSG00000027667,174.0,133.0,137.0,107.0,83.0,83.0
ENSMUSG00000027668,731.0,634.0,628.0,574.0,684.0,420.0
ENSMUSG00000027669,40.0,33.0,39.0,51.0,33.0,24.0
ENSMUSG00000027670,3.0,2.0,3.0,8.0,19.0,10.0
ENSMUSG00000027671,175.14,216.2,180.94,190.45,225.61,134.75
ENSMUSG00000027673,713.49,723.35,719.94,639.45,736.72,542.85
ENSMUSG00000027676,13.1,7.29,1.0,5.22,4.28,5.16
ENSMUSG00000027677,587.9,409.71,425.0,338.78,418.72,331.84
ENSMUSG00000027678,437.0,538.0,443.97,397.0,454.0,242.0
ENSMUSG00000027679,340.62,325.21,279.13,266.46,324.17,203.95
ENSMUSG00000027680,539.98,611.74,524.71,523.54,596.91,399.42
ENSMUSG00000027684,14.0,6.0,7.0,2.0,12.0,10.0
ENSMUSG00000027690,3947.0,3447.0,3140.0,3305.0,3754.0,2857.0
ENSMUSG00000027692,42.0,35.0,31.0,45.0,37.0,21.0
ENSMUSG00000027694,0.0,43.51,0.0,15.87,0.0,11.27
ENSMUSG00000027695,158.0,140.0,125.0,124.0,120.0,94.0
ENSMUSG00000027698,437.0,359.0,289.0,306.0,300.0,253.0
ENSMUSG00000027699,30.0,17.0,13.0,19.0,41.0,17.0
ENSMUSG00000027706,1572.0,1641.0,1427.0,1502.0,1473.0,1103.0
ENSMUSG00000027708,756.93,419.63,472.18,418.72,450.17,384.23
ENSMUSG00000027709,756.0,587.97,575.95,549.83,605.0,484.0
ENSMUSG00000027710,450.0,373.0,342.0,435.0,379.0,319.0
ENSMUSG00000027712,643.0,631.0,563.0,621.0,707.0,468.0
ENSMUSG00000027713,6.0,1.0,3.0,7.0,3.0,2.0
ENSMUSG00000027714,156.46,120.33,120.65,93.99,137.96,100.28
ENSMUSG00000027715,15.54,11.67,7.35,15.01,10.04,22.72
ENSMUSG00000027716,8.0,7.0,4.0,9.0,8.0,5.0
ENSMUSG00000027722,55.0,54.0,50.0,48.0,62.0,42.0
ENSMUSG00000027739,133.0,107.0,84.0,75.0,89.0,77.0
ENSMUSG00000027742,335.0,308.0,315.0,286.0,317.0,212.0
ENSMUSG00000027746,648.0,582.0,574.0,520.0,574.0,505.0
ENSMUSG00000027750,148.0,84.0,110.0,116.0,139.0,67.0
ENSMUSG00000027751,135.03,113.14,109.43,110.8,115.49,105.25
ENSMUSG00000027752,79.38,82.46,87.37,79.0,78.41,66.0
ENSMUSG00000027761,7523.0,5602.0,6003.0,4794.0,6979.0,4291.0
